texto,politicaId,nombrePolitica
revisar el modem de casa porfa,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
me gustaria duplicado de factura,WIFI_DUPLICADO_FACTURA,Duplicado de factura
me pueden ayudar con consultar deuda de internet cuanto antes,WIFI_CONSULTAR_FACTURA,Consulta de factura
porfa como va mi alta de internet,WIFI_ESTADO_INSTALACION,Estado de instalacion
hacer pueden mandar tecnico a revisar,WIFI_VISITA_TECNICA,Visita tecnica
necesito bajar mi plan porque pago mucho ya mismo,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
me pueden ayudar con cortar definitivamente el internet rapido,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
porfa cuanto debo pagar de la oficina,WIFI_CONSULTAR_FACTURA,Consulta de factura
por favor editar informacion de cliente,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
quiero cuanto es mi factura de este mes en mi casa,WIFI_CONSULTAR_FACTURA,Consulta de factura
quisiera desactivar internet de mi casa de la oficina,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
deseo subir velocidad del wifi urgente,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
como solicito visita tecnica,WIFI_VISITA_TECNICA,Visita tecnica
necesito hacer mi red conecta pero sale sin internet rapido,WIFI_INTERNET_CAIDO,Internet caido
pueden ayudarme a revisar mi estado de cuenta urgente por favor,WIFI_CONSULTAR_FACTURA,Consulta de factura
hacer clave mas segura para el wifi urgente,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
como hago para ver mi factura de internet cuanto antes,WIFI_CONSULTAR_FACTURA,Consulta de factura
como solicito mejorar mi conexion actual de inmediato,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
por favor servicio de wifi por primera vez porfa,WIFI_INSTALACION,Instalacion de internet WiFi
como puedo mi router no enciende lo antes posible,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
necesito hacer contratar internet ya mismo,WIFI_INSTALACION,Instalacion de internet WiFi
solicito pueden mandar tecnico a revisar porfa,WIFI_VISITA_TECNICA,Visita tecnica
necesito hacer subir captura del pago de wifi ya mismo,WIFI_REGISTRAR_PAGO,Registro de pago
me pueden ayudar con estoy sin internet ya mismo,WIFI_INTERNET_CAIDO,Internet caido
necesito obtener copia de mi factura en mi casa,WIFI_DUPLICADO_FACTURA,Duplicado de factura
como hago para como va mi alta de internet rapido,WIFI_ESTADO_INSTALACION,Estado de instalacion
ayuda para anular mi plan de wifi gracias,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
debo mande pago por banco quiero avisar en mi casa,WIFI_REGISTRAR_PAGO,Registro de pago
necesito reemplazo de router por garantia,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
solicito reemplazar modem viejo rapido,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
porfa contratar internet residencial urgente por favor,WIFI_INSTALACION,Instalacion de internet WiFi
como puedo todo carga demasiado lento por favor,WIFI_INTERNET_LENTO,Internet lento
hacer ya no quiero continuar con wifi urgente por favor,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
quiero mande pago por banco quiero avisar de inmediato,WIFI_REGISTRAR_PAGO,Registro de pago
me pueden ayudar con me falta el comprobante de facturacion urgente,WIFI_DUPLICADO_FACTURA,Duplicado de factura
solicito registrar pago para que figure ahora,WIFI_REGISTRAR_PAGO,Registro de pago
necesito actualizar la password de la red rapido,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
me gustaria renovar router instalado de la oficina,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
reemplazar modem viejo,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
busco no tengo internet urgente,WIFI_INTERNET_CAIDO,Internet caido
hacer transferencia de titular de internet urgente por favor,WIFI_CAMBIO_TITULAR,Cambio de titular
quisiera puedo pedir visita de soporte de la oficina,WIFI_VISITA_TECNICA,Visita tecnica
como solicito no encuentro mi recibo de pago porfa,WIFI_DUPLICADO_FACTURA,Duplicado de factura
busco me ayudan a cambiar nombre de red porfa,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
debo mover mi modem a otra casa urgente por favor,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
pueden ayudarme a plan nuevo con instalacion lo antes posible,WIFI_INSTALACION,Instalacion de internet WiFi
quiero asistencia tecnica presencial ahora,WIFI_VISITA_TECNICA,Visita tecnica
ayuda para como cambio el password del internet de la oficina,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
deseo me estan cobrando algo que no corresponde cuanto antes,WIFI_RECLAMO_COBRO,Reclamo de cobro
por favor ya pague y quiero registrar el pago ya mismo,WIFI_REGISTRAR_PAGO,Registro de pago
por favor reenviar factura por correo cuanto antes,WIFI_DUPLICADO_FACTURA,Duplicado de factura
quiero no tengo wifi urgente,WIFI_INTERNET_CAIDO,Internet caido
pueden ayudarme a reclamar cobro incorrecto gracias,WIFI_RECLAMO_COBRO,Reclamo de cobro
factura con monto equivocado urgente,WIFI_RECLAMO_COBRO,Reclamo de cobro
necesito hacer editar el nombre del modem gracias,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
hacer imprimir mi factura de internet para mi cuenta,WIFI_DUPLICADO_FACTURA,Duplicado de factura
tengo que visita para revisar el cable lo antes posible,WIFI_VISITA_TECNICA,Visita tecnica
tengo que saldo pendiente de wifi cuanto antes,WIFI_CONSULTAR_FACTURA,Consulta de factura
necesito hacer que mi internet sea mas rapido rapido,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
ayuda para puedo modificar el paquete que tengo lo antes posible,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
me pueden ayudar con modem no reparte wifi hoy mismo,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
como solicito llevar mi internet a otro domicilio,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
por favor monto de factura actual para mi cuenta,WIFI_CONSULTAR_FACTURA,Consulta de factura
como solicito cambiar propietario del servicio en mi casa,WIFI_CAMBIO_TITULAR,Cambio de titular
me gustaria ya pague reconecten internet ya mismo,WIFI_RECONEXION,Reconexion de servicio
pueden ayudarme a poner el nombre de mi negocio al wifi urgente,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
porfa que mi hijo sea titular,WIFI_CAMBIO_TITULAR,Cambio de titular
tengo que trasladar internet a nueva direccion para mi cuenta,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
hacer mi internet fue suspendido y quiero volver urgente,WIFI_RECONEXION,Reconexion de servicio
pueden ayudarme a mi red conecta pero sale sin internet porfa,WIFI_INTERNET_CAIDO,Internet caido
debo me mude y necesito mover el servicio rapido,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
necesito hacer reconexion de internet por favor,WIFI_RECONEXION,Reconexion de servicio
me gustaria me ayudan a cambiar nombre de red ya mismo,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
tengo que no puedo recibirlos hoy cambien la visita,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
deseo saber fecha de vencimiento de inmediato,WIFI_CONSULTAR_FACTURA,Consulta de factura
me pueden ayudar con cambiar router danado de la oficina,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
quisiera el internet esta inestable y lento gracias,WIFI_INTERNET_LENTO,Internet lento
solicito ver avance de instalacion urgente,WIFI_ESTADO_INSTALACION,Estado de instalacion
quiero pedir estado de instalacion urgente,WIFI_ESTADO_INSTALACION,Estado de instalacion
cambiar ssid wifi hogar rapido,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
como hago para solicitar soporte presencial de la oficina,WIFI_VISITA_TECNICA,Visita tecnica
como hago para no se cuanto tengo que pagar urgente por favor,WIFI_CONSULTAR_FACTURA,Consulta de factura
favor de pasar la visita para otro dia urgente por favor,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
como solicito atrasar mi cita de soporte por favor,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
pueden ayudarme a transferir titularidad wifi lo antes posible,WIFI_CAMBIO_TITULAR,Cambio de titular
como solicito reprogramar tecnico para el viernes urgente por favor,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
como solicito revisar el modem de casa cuanto antes,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
necesito hacer mi wifi baja mucho la velocidad urgente por favor,WIFI_INTERNET_LENTO,Internet lento
pueden ayudarme a el modem actual esta muy antiguo urgente,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
pueden ayudarme a perdi mi factura y necesito otra ahora,WIFI_DUPLICADO_FACTURA,Duplicado de factura
quiero subir mi comprobante ahora,WIFI_REGISTRAR_PAGO,Registro de pago
favor de dar de baja mi contrato lo antes posible,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
necesito hacer me voy de la ciudad y quiero cancelar porfa,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
ayuda para cambiar la fecha del tecnico de la oficina,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
me gustaria mi router esta danado quiero otro cuanto antes,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
necesito pedir conocer el importe facturado urgente,WIFI_CONSULTAR_FACTURA,Consulta de factura
mi apellido figura incorrecto,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
me pueden ayudar con hay un error en el cobro mensual por favor,WIFI_RECLAMO_COBRO,Reclamo de cobro
porfa saber como hacer instalar fibra en casa rapido,WIFI_INSTALACION,Instalacion de internet WiFi
como hago para detalle de mi factura cuanto antes,WIFI_CONSULTAR_FACTURA,Consulta de factura
como hago para en que quedo mi solicitud de instalacion hoy mismo,WIFI_ESTADO_INSTALACION,Estado de instalacion
por favor plan con mas dispositivos,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
necesito que me devuelvan la conexion,WIFI_RECONEXION,Reconexion de servicio
necesito hacer en que quedo mi solicitud de instalacion por favor,WIFI_ESTADO_INSTALACION,Estado de instalacion
deseo ver mi factura de internet ya mismo,WIFI_CONSULTAR_FACTURA,Consulta de factura
debo renombrar la red de internet ahora,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
como puedo cambiar titular del internet de inmediato,WIFI_CAMBIO_TITULAR,Cambio de titular
porfa me voy de la ciudad y quiero cancelar de inmediato,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
necesito tengo reclamo por factura inflada rapido,WIFI_RECLAMO_COBRO,Reclamo de cobro
como solicito mi router esta danado quiero otro cuanto antes,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
me pueden ayudar con cambiar la hora de instalacion cuanto antes,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
por favor alta de internet para mi hogar rapido,WIFI_INSTALACION,Instalacion de internet WiFi
me gustaria renovar datos registrados de la oficina,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
quiero pedir cambiar el nombre de mi red ya mismo,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
debo contratar wifi para casa,WIFI_INSTALACION,Instalacion de internet WiFi
me gustaria revisar el modem de casa ya mismo,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
quisiera me pueden mostrar mi factura actual por favor,WIFI_CONSULTAR_FACTURA,Consulta de factura
quiero pedir no tengo wifi desde la manana de inmediato,WIFI_INTERNET_CAIDO,Internet caido
quisiera el router prende pero no da red porfa,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
tengo que cambiar router danado urgente,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
porfa internet sin servicio cuanto antes,WIFI_INTERNET_CAIDO,Internet caido
me gustaria reactivar wifi despues de corte lo antes posible,WIFI_RECONEXION,Reconexion de servicio
necesito pedir como hago otra clave para mi internet rapido,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
como solicito pasar la visita para otro dia por favor,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
debo tengo cortes pequenos y baja velocidad,WIFI_INTERNET_LENTO,Internet lento
como solicito consultar deuda de internet porfa,WIFI_CONSULTAR_FACTURA,Consulta de factura
hacer pedir una instalacion de internet urgente,WIFI_INSTALACION,Instalacion de internet WiFi
necesito pedir ya pague reconecten internet urgente,WIFI_RECONEXION,Reconexion de servicio
necesito hacer solicitar soporte presencial urgente,WIFI_VISITA_TECNICA,Visita tecnica
debo reenviar recibo de internet lo antes posible,WIFI_DUPLICADO_FACTURA,Duplicado de factura
ayuda para cuando me reconectan el servicio de inmediato,WIFI_RECONEXION,Reconexion de servicio
favor de pasarme a otro plan de wifi gracias,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
pueden ayudarme a cambiar cita con tecnico para mi cuenta,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
por favor reenviar factura por correo de la oficina,WIFI_DUPLICADO_FACTURA,Duplicado de factura
tengo que solicitar tecnico presencial porfa,WIFI_VISITA_TECNICA,Visita tecnica
hacer me cuesta ver videos por la lentitud ya mismo,WIFI_INTERNET_LENTO,Internet lento
me cobraron doble el servicio,WIFI_RECLAMO_COBRO,Reclamo de cobro
cambiar como aparece mi wifi hoy mismo,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
quisiera olvide la clave del wifi y quiero otra urgente por favor,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
quiero pedir el wifi aparece pero no navega,WIFI_INTERNET_CAIDO,Internet caido
hacer el modem esta bloqueado lo antes posible,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
por favor como va mi alta de internet hoy mismo,WIFI_ESTADO_INSTALACION,Estado de instalacion
quiero pedir anular mi plan de wifi para mi cuenta,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
tengo que ya pague y quiero subir el comprobante de la oficina,WIFI_REGISTRAR_PAGO,Registro de pago
deseo mi servicio esta totalmente cortado de la oficina,WIFI_INTERNET_CAIDO,Internet caido
me gustaria actualizar mi plan mensual cuanto antes,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
por favor el internet debe quedar a nombre de mi esposa lo antes posible,WIFI_CAMBIO_TITULAR,Cambio de titular
busco poner el nombre de mi negocio al wifi urgente,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
deseo reenviar factura por correo ya mismo,WIFI_DUPLICADO_FACTURA,Duplicado de factura
quiero pedir acabo de pagar el internet en mi casa,WIFI_REGISTRAR_PAGO,Registro de pago
soporte para router de inmediato,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
necesito hacer cancelar el plan mensual para mi cuenta,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
como solicito levantar el corte del internet cuanto antes,WIFI_RECONEXION,Reconexion de servicio
ayuda para cuando llega el tecnico para instalar de inmediato,WIFI_ESTADO_INSTALACION,Estado de instalacion
solicito corregir mi correo electronico hoy mismo,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
deseo alguien sabe mi contrasena y quiero cambiarla urgente por favor,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
ayuda para informacion de mi recibo porfa,WIFI_CONSULTAR_FACTURA,Consulta de factura
como hago para agendar una visita tecnica urgente,WIFI_VISITA_TECNICA,Visita tecnica
quisiera ver el monto pendiente urgente,WIFI_CONSULTAR_FACTURA,Consulta de factura
pueden ayudarme a duplicado de boleta ya mismo,WIFI_DUPLICADO_FACTURA,Duplicado de factura
necesito hacer me ofrecen otro plan para cambiarme lo antes posible,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
ayuda para cambiar password wifi urgente por favor,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
pueden ayudarme a cambiar la fecha del tecnico,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
como puedo instalar internet nuevo en domicilio cuanto antes,WIFI_INSTALACION,Instalacion de internet WiFi
quiero mejorar mi conexion actual para mi cuenta,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
como hago para mi wifi no da conexion ahora,WIFI_INTERNET_CAIDO,Internet caido
como puedo cambiar la direccion del wifi urgente,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
deseo saber cuanto debo pagar hoy mismo,WIFI_CONSULTAR_FACTURA,Consulta de factura
me pueden ayudar con como transfiero la titularidad del wifi ahora,WIFI_CAMBIO_TITULAR,Cambio de titular
deseo descargar factura otra vez urgente,WIFI_DUPLICADO_FACTURA,Duplicado de factura
deseo pague la deuda y sigo sin servicio de la oficina,WIFI_RECONEXION,Reconexion de servicio
favor de mi factura vino con un monto incorrecto de inmediato,WIFI_RECLAMO_COBRO,Reclamo de cobro
como hago para instalar wifi en mi domicilio,WIFI_INSTALACION,Instalacion de internet WiFi
el correo de mi cuenta ya no sirve ya mismo,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
ayuda para nueva fecha para la visita urgente por favor,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
me pueden ayudar con cuando vienen a instalar mi internet gracias,WIFI_ESTADO_INSTALACION,Estado de instalacion
actualizar mis datos por favor,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
como puedo ya hice el deposito del servicio rapido,WIFI_REGISTRAR_PAGO,Registro de pago
debo modificar agenda del tecnico cuanto antes,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
deseo solicitar tecnico presencial de inmediato,WIFI_VISITA_TECNICA,Visita tecnica
deseo hay un error en el cobro mensual rapido,WIFI_RECLAMO_COBRO,Reclamo de cobro
como solicito mi conexion se traba a cada rato en mi casa,WIFI_INTERNET_LENTO,Internet lento
debo mi vecino tiene mi clave quiero cambiarla lo antes posible,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
porfa mi red conecta pero sale sin internet urgente por favor,WIFI_INTERNET_CAIDO,Internet caido
me pueden ayudar con editar informacion de cliente para mi cuenta,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
pueden ayudarme a baja de wifi hogar ahora,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
quiero pedir solicitar soporte presencial lo antes posible,WIFI_VISITA_TECNICA,Visita tecnica
me gustaria visita tecnica para mi internet hoy mismo,WIFI_VISITA_TECNICA,Visita tecnica
busco mi internet fue suspendido y quiero volver urgente,WIFI_RECONEXION,Reconexion de servicio
solicito olvide la clave del wifi y quiero otra cuanto antes,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
solicito acabo de pagar el internet de inmediato,WIFI_REGISTRAR_PAGO,Registro de pago
como cambio el password del internet,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
como hago para subir comprobante de pago ahora,WIFI_REGISTRAR_PAGO,Registro de pago
necesito reactivar mi cuenta de internet gracias,WIFI_RECONEXION,Reconexion de servicio
necesito pedir traslado de linea de internet cuanto antes,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
quisiera reconexion del wifi rapido,WIFI_RECONEXION,Reconexion de servicio
tengo que pasar el servicio a otra persona de inmediato,WIFI_CAMBIO_TITULAR,Cambio de titular
necesito pedir actualizar la password de la red porfa,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
como solicito mi factura vino con un monto incorrecto lo antes posible,WIFI_RECLAMO_COBRO,Reclamo de cobro
necesito hacer no encuentro mi recibo de pago rapido,WIFI_DUPLICADO_FACTURA,Duplicado de factura
por favor pasarme a otro plan de wifi de la oficina,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
como solicito contratar internet para mi casa gracias,WIFI_INSTALACION,Instalacion de internet WiFi
me gustaria no estare en casa cuando venga el tecnico de la oficina,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
debo se cayo el servicio de internet cuanto antes,WIFI_INTERNET_CAIDO,Internet caido
busco saber si ya programaron instalacion urgente por favor,WIFI_ESTADO_INSTALACION,Estado de instalacion
como hago para hacer cambio de titular para mi cuenta,WIFI_CAMBIO_TITULAR,Cambio de titular
el wifi aparece pero no navega urgente,WIFI_INTERNET_CAIDO,Internet caido
tengo que cuando vence mi pago de internet por favor,WIFI_CONSULTAR_FACTURA,Consulta de factura
solicito mi internet funciona pero quiero mas megas de inmediato,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
como hago para actualizar informacion del cliente cuanto antes,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
pueden ayudarme a reconexion del wifi lo antes posible,WIFI_RECONEXION,Reconexion de servicio
quiero que revisen mi cobro porfa,WIFI_RECLAMO_COBRO,Reclamo de cobro
me pueden ayudar con saldo pendiente de wifi porfa,WIFI_CONSULTAR_FACTURA,Consulta de factura
pueden ayudarme a llevar wifi a otra casa ya mismo,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
ayuda para no reconozco este cargo del internet ahora,WIFI_RECLAMO_COBRO,Reclamo de cobro
factura en pdf otra vez para mi cuenta,WIFI_DUPLICADO_FACTURA,Duplicado de factura
tengo que ver avance de instalacion de inmediato,WIFI_ESTADO_INSTALACION,Estado de instalacion
necesito informacion de mi recibo por favor,WIFI_CONSULTAR_FACTURA,Consulta de factura
hacer que venga un tecnico para mi cuenta,WIFI_VISITA_TECNICA,Visita tecnica
quiero pedir reclamar porque el monto esta mal ahora,WIFI_RECLAMO_COBRO,Reclamo de cobro
consultar deuda de internet,WIFI_CONSULTAR_FACTURA,Consulta de factura
necesito pedir mejorar mi conexion actual hoy mismo,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
por favor mi red conecta pero sale sin internet por favor,WIFI_INTERNET_CAIDO,Internet caido
debo estado de mi pedido de wifi gracias,WIFI_ESTADO_INSTALACION,Estado de instalacion
tengo que el nombre del wifi esta mal escrito porfa,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
porfa editar informacion de cliente lo antes posible,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
pasarme a otro plan de wifi rapido,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
necesito hacer ya no quiero continuar con wifi urgente por favor,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
deseo mayor velocidad para jugar online lo antes posible,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
por favor se cayo el servicio de internet de inmediato,WIFI_INTERNET_CAIDO,Internet caido
pueden ayudarme a mi router no enciende urgente,WIFI_SOPORTE_MODEM_ROUTER,Soporte de modem o router
deseo puedo pedir visita de soporte en mi casa,WIFI_VISITA_TECNICA,Visita tecnica
me gustaria cuando vence mi pago de internet urgente,WIFI_CONSULTAR_FACTURA,Consulta de factura
pueden ayudarme a obtener copia de mi factura hoy mismo,WIFI_DUPLICADO_FACTURA,Duplicado de factura
quiero pedir no se cuanto tengo que pagar hoy mismo,WIFI_CONSULTAR_FACTURA,Consulta de factura
necesito pedir me pueden reenviar la factura ahora,WIFI_DUPLICADO_FACTURA,Duplicado de factura
necesito plan diferente al actual por favor,WIFI_CAMBIO_PLAN,Cambio de plan WiFi
me gustaria actualizar informacion del cliente de la oficina,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
busco atrasar mi cita de soporte para mi cuenta,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
deseo cambiar la llave de acceso cuanto antes,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
como solicito programar tecnico para manana de la oficina,WIFI_VISITA_TECNICA,Visita tecnica
necesito pedir cuando instalan mi internet ya mismo,WIFI_ESTADO_INSTALACION,Estado de instalacion
quisiera ver mi factura de internet para mi cuenta,WIFI_CONSULTAR_FACTURA,Consulta de factura
me gustaria ya pague y quiero subir el comprobante ahora,WIFI_REGISTRAR_PAGO,Registro de pago
busco instalacion de wifi de la oficina,WIFI_INSTALACION,Instalacion de internet WiFi
ayuda para reemplazo de router por garantia lo antes posible,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
me gustaria cambio del dispositivo wifi ahora,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
necesito pedir darme de alta con internet hogar urgente por favor,WIFI_INSTALACION,Instalacion de internet WiFi
me pueden ayudar con cuanto es mi factura de este mes rapido,WIFI_CONSULTAR_FACTURA,Consulta de factura
como hago para que revisen la instalacion en casa gracias,WIFI_VISITA_TECNICA,Visita tecnica
quisiera poner una clave nueva al router gracias,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
pueden ayudarme a cambiar como aparece mi wifi lo antes posible,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
favor de registrar pago para que figure urgente,WIFI_REGISTRAR_PAGO,Registro de pago
busco instalar el mismo servicio en otra zona de inmediato,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
por favor detalle de mi factura rapido,WIFI_CONSULTAR_FACTURA,Consulta de factura
deseo terminar el servicio por mudanza porfa,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
hacer reportar pago de internet de la oficina,WIFI_REGISTRAR_PAGO,Registro de pago
necesito poner otro nombre al wifi de la oficina,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
favor de voy a cambiar de direccion y necesito internet para mi cuenta,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
ayuda para solicitar cambio de equipo cuanto antes,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
debo que me den otro router en mi casa,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
debo programar tecnico para manana ya mismo,WIFI_VISITA_TECNICA,Visita tecnica
como hago para reenviar factura por correo gracias,WIFI_DUPLICADO_FACTURA,Duplicado de factura
pueden ayudarme a actualizar la password de la red de la oficina,WIFI_CAMBIAR_PASSWORD,Cambio de contrasena WiFi
solicito no reconozco este cargo del internet de la oficina,WIFI_RECLAMO_COBRO,Reclamo de cobro
porfa cobro indebido de internet hoy mismo,WIFI_RECLAMO_COBRO,Reclamo de cobro
tengo que cambiar telefono de contacto urgente por favor,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
como solicito cobro indebido de internet para mi cuenta,WIFI_RECLAMO_COBRO,Reclamo de cobro
hacer traslado de internet por mudanza de inmediato,WIFI_TRASLADO_SERVICIO,Traslado de servicio WiFi
quisiera no tengo internet para mi cuenta,WIFI_INTERNET_CAIDO,Internet caido
necesito pedir aumentar los megas de descarga rapido,WIFI_MEJORAR_VELOCIDAD,Mejora de velocidad WiFi
busco contratar internet residencial,WIFI_INSTALACION,Instalacion de internet WiFi
por favor cancelar el plan mensual rapido,WIFI_BAJA_SERVICIO,Baja de servicio WiFi
hacer mi servicio esta cortado quiero reactivar,WIFI_RECONEXION,Reconexion de servicio
necesito contratar wifi para mi negocio hoy mismo,WIFI_INSTALACION,Instalacion de internet WiFi
como puedo cambiar como aparece mi wifi cuanto antes,WIFI_CAMBIAR_NOMBRE_RED,Cambio de nombre de red WiFi
por favor el problema necesita que vengan a ver de la oficina,WIFI_VISITA_TECNICA,Visita tecnica
necesito pedir mi internet esta muy lento urgente,WIFI_INTERNET_LENTO,Internet lento
como puedo no puedo recibirlos hoy cambien la visita rapido,WIFI_REPROGRAMAR_VISITA,Reprogramacion de visita tecnica
como puedo que mi hijo sea titular de inmediato,WIFI_CAMBIO_TITULAR,Cambio de titular
tengo que pueden cambiarme el modem cuanto antes,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
necesito pedir activacion despues de pago por favor,WIFI_RECONEXION,Reconexion de servicio
solicito editar la informacion de mi contrato hoy mismo,WIFI_ACTUALIZAR_DATOS,Actualizacion de datos
busco mi router esta danado quiero otro ahora,WIFI_CAMBIO_EQUIPO,Cambio de equipo WiFi
deseo informacion de mi recibo de la oficina,WIFI_CONSULTAR_FACTURA,Consulta de factura
